date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:20	35453/35453	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-regular-3-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-regular-3-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:20	36200/36200	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-fullwidth.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-fullwidth.html	(from http://webdesign-finder.com/html/towy/)
17:42:20	36200/36200	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-fullwidth-3-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-fullwidth-3-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:21	36198/36198	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-fullwidth-4-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-fullwidth-4-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:21	35195/35195	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-extended.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-extended.html	(from http://webdesign-finder.com/html/towy/)
17:42:22	35161/35161	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-extended-2-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-extended-2-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:22	35163/35163	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-extended-3-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-extended-3-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:22	33989/33989	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-carousel.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-carousel.html	(from http://webdesign-finder.com/html/towy/)
17:42:23	33975/33975	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-carousel-2-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-carousel-2-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:23	33975/33975	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:44%20GMT	http://webdesign-finder.com/html/towy/gallery-carousel-3-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-carousel-3-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:24	31583/31583	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/gallery-tile.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-tile.html	(from http://webdesign-finder.com/html/towy/)
17:42:24	42018/42018	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-left.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-left.html	(from http://webdesign-finder.com/html/towy/)
17:42:24	42008/42008	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-left-2-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-left-2-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:25	41936/41936	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-right.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-right.html	(from http://webdesign-finder.com/html/towy/)
17:42:25	41926/41926	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:45%20GMT	http://webdesign-finder.com/html/towy/gallery-right-2-cols.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-right-2-cols.html	(from http://webdesign-finder.com/html/towy/)
17:42:25	36030/36030	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/gallery-single.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-single.html	(from http://webdesign-finder.com/html/towy/)
17:42:26	38803/38803	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/gallery-single2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-single2.html	(from http://webdesign-finder.com/html/towy/)
17:42:26	38888/38888	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:46%20GMT	http://webdesign-finder.com/html/towy/gallery-single3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/gallery-single3.html	(from http://webdesign-finder.com/html/towy/)
17:42:26	28324/28324	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:41%20GMT	http://webdesign-finder.com/html/towy/contact.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/contact.html	(from http://webdesign-finder.com/html/towy/)
17:42:27	27722/27722	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:41%20GMT	http://webdesign-finder.com/html/towy/contact2.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/contact2.html	(from http://webdesign-finder.com/html/towy/)
17:42:27	27905/27905	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:41%20GMT	http://webdesign-finder.com/html/towy/contact3.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/contact3.html	(from http://webdesign-finder.com/html/towy/)
17:42:27	29329/29329	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Mar%202017%2008:53:42%20GMT	http://webdesign-finder.com/html/towy/contact4.html	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/contact4.html	(from http://webdesign-finder.com/html/towy/)
17:42:28	2135/2135	---M--	200	added ('OK')	image/png	etag:%22857-54b62062e3715%22	http://webdesign-finder.com/html/towy/images/icons/towing.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/towing.png	(from http://webdesign-finder.com/html/towy/)
17:42:29	2539/2539	---M--	200	added ('OK')	image/png	etag:%229eb-54b62062b3975%22	http://webdesign-finder.com/html/towy/images/icons/hail.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/hail.png	(from http://webdesign-finder.com/html/towy/)
17:42:29	2686/2686	---M--	200	added ('OK')	image/png	etag:%22a7e-54b62062b3975%22	http://webdesign-finder.com/html/towy/images/icons/flood.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/flood.png	(from http://webdesign-finder.com/html/towy/)
17:42:30	2633/2633	---M--	200	added ('OK')	image/png	etag:%22a49-54b6206270354%22	http://webdesign-finder.com/html/towy/images/icons/accident.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/accident.png	(from http://webdesign-finder.com/html/towy/)
17:42:30	2448/2448	---M--	200	added ('OK')	image/png	etag:%22990-54b62062712f4%22	http://webdesign-finder.com/html/towy/images/icons/fire.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/fire.png	(from http://webdesign-finder.com/html/towy/)
17:42:30	2966/2966	---M--	200	added ('OK')	image/png	etag:%22b96-54b62062e3715%22	http://webdesign-finder.com/html/towy/images/icons/motocycle.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/icons/motocycle.png	(from http://webdesign-finder.com/html/towy/)
17:42:33	16874/16874	---M--	200	added ('OK')	image/png	etag:%2241ea-54b6204682c92%22	http://webdesign-finder.com/html/towy/images/hook.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/hook.png	(from http://webdesign-finder.com/html/towy/)
17:42:49	113384/113384	---M--	200	added ('OK')	image/jpeg	etag:%221bae8-54b6206045852%22	http://webdesign-finder.com/html/towy/images/gallery/01.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/gallery/01.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:49	111428/111428	---M--	200	added ('OK')	image/jpeg	etag:%221b344-54b620603db52%22	http://webdesign-finder.com/html/towy/images/gallery/02.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/gallery/02.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:49	2091/2091	---M--	200	added ('OK')	image/jpeg	etag:%2282b-54b6205f29570%22	http://webdesign-finder.com/html/towy/images/faces/01.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/faces/01.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:50	2318/2318	---M--	200	added ('OK')	image/jpeg	etag:%2290e-54b6205f29570%22	http://webdesign-finder.com/html/towy/images/faces/02.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/faces/02.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:50	182663/182663	---M--	200	added ('OK')	image/png	etag:%222c987-54b6204871e74%22	http://webdesign-finder.com/html/towy/images/truck.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/truck.png	(from http://webdesign-finder.com/html/towy/)
17:42:50	108437/108437	---M--	200	added ('OK')	image/jpeg	etag:%221a795-54b620607a412%22	http://webdesign-finder.com/html/towy/images/gallery/03.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/images/gallery/03.jpg	(from http://webdesign-finder.com/html/towy/)
17:42:52	39162/39162	---M-Z	200	added ('OK')	application/javascript	etag:%2298fa-54d6f3eb63cf1-gzip%22	http://webdesign-finder.com/html/towy/js/main.js	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/js/main.js	(from http://webdesign-finder.com/html/towy/)
17:42:53	57116/57116	---M-Z	200	added ('OK')	application/javascript	etag:%22df1c-54b6206b1807f-gzip%22	http://webdesign-finder.com/html/towy/js/vendor/jquery-jvectormap-2.0.3.min.js	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/js/vendor/jquery-jvectormap-2.0.3.min.js	(from http://webdesign-finder.com/html/towy/)
17:42:53	10818/10818	---M-Z	200	added ('OK')	application/javascript	etag:%222a42-54b6204d0aa9a-gzip%22	http://webdesign-finder.com/html/towy/js/switcher.js	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/js/switcher.js	(from http://webdesign-finder.com/html/towy/)
17:42:54	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-54b62043fb52f%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.html	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:42:56	105501/105501	---M-Z	200	added ('OK')	application/javascript	etag:%2219c1d-54b6206b299bf-gzip%22	http://webdesign-finder.com/html/towy/js/vendor/jquery-jvectormap-world-merc.js	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/js/vendor/jquery-jvectormap-world-merc.js	(from http://webdesign-finder.com/html/towy/)
17:42:57	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-54b620438fe6e%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.eot	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:42:57	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-54b620438fe6e%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regulard41d.eot	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:43:00	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225b80-54b62043e7cae%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.woff	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:43:00	109025/109025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a9e1-54b62043af26e%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.svg	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:43:01	334625/334625	---MCZ	200	added ('OK')	application/javascript	etag:%2251b21-5a24c1280c726-gzip%22	http://webdesign-finder.com/html/towy/js/compressed.js	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/js/compressed.js	(from http://webdesign-finder.com/html/towy/)
17:43:01	45404/45404	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22b15c-54b62043c790e%22	http://webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/glyphicons-halflings-regular.ttf	(from http://webdesign-finder.com/html/towy/css/bootstrap.min.css)
17:43:15	185308/185308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222d3dc-54b620448ae0f%22	http://webdesign-finder.com/html/towy/fonts/rt-icons-2.eot?wz19bt	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/rt-icons-23dab.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:21	185308/185308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222d3dc-54b620448ae0f%22	http://webdesign-finder.com/html/towy/fonts/rt-icons-2.eot?	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/rt-icons-2d41d.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:23	663427/663427	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a1f83-54b62044cd490%22	http://webdesign-finder.com/html/towy/fonts/rt-icons-2.svg?wz19bt	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/rt-icons-23dab.svg	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:23	185132/185132	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%222d32c-54b62044f2650%22	http://webdesign-finder.com/html/towy/fonts/rt-icons-2.ttf?wz19bt	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/rt-icons-23dab.ttf	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:24	185208/185208	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222d378-54b6204516870%22	http://webdesign-finder.com/html/towy/fonts/rt-icons-2.woff?wz19bt	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/rt-icons-23dab.woff	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:28	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22cd70-54b6204534cd0%22	http://webdesign-finder.com/html/towy/fonts/socicon.eot	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/socicon.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:29	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22cd70-54b6204534cd0%22	http://webdesign-finder.com/html/towy/fonts/socicon.eot?	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/socicond41d.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:29	38700/38700	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22972c-54b6204588c91%22	http://webdesign-finder.com/html/towy/fonts/socicon.woff	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/socicon.woff	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:29	52428/52428	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22cccc-54b620456f650%22	http://webdesign-finder.com/html/towy/fonts/socicon.ttf	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/socicon.ttf	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:31	131472/131472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2220190-54b6204555070%22	http://webdesign-finder.com/html/towy/fonts/socicon.svg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/socicon.svg	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:33	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-54b620435f12e%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfont5b62.html	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:42	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2212ae6-54b62042ce8ad%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfont5b62.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:48	392306/392306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fc72-54b62042e6f4d%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfont5b62.svg	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:49	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2212ae6-54b62042ce8ad%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfontd41d.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:49	3012/3012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22bc4-54b62045b8a31%22	http://webdesign-finder.com/html/towy/fonts/towy.eot?o9thu9	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/towy400d.eot	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:50	2860/2860	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22b2c-54b62045ea711%22	http://webdesign-finder.com/html/towy/fonts/towy.ttf?o9thu9	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/towy400d.ttf	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:50	90412/90412	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221612c-54b620433802e%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfont5b62.woff	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:50	2936/2936	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22b78-54b6204605c91%22	http://webdesign-finder.com/html/towy/fonts/towy.woff?o9thu9	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/towy400d.woff	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:51	8943/8943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2222ef-54b62045d3fb1%22	http://webdesign-finder.com/html/towy/fonts/towy.svg?o9thu9	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/towy400d.svg	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:51	4127/4127	---M--	200	added ('OK')	image/png	etag:%22101f-54b6204a043f6%22	http://webdesign-finder.com/html/towy/img/owl.video.play.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/owl.video.play.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:52	152796/152796	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22254dc-54b620432092e%22	http://webdesign-finder.com/html/towy/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/fonts/fontawesome-webfont5b62.ttf	(from http://webdesign-finder.com/html/towy/css/fonts.css)
17:43:52	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-54b6207654fcd%22	http://webdesign-finder.com/html/towy/img/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/prettyPhoto/facebook/default_thumbnail.gif	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:53	27811/27811	---M--	200	added ('OK')	image/jpeg	etag:%226ca3-54b620492c6d5%22	http://webdesign-finder.com/html/towy/img/aside_bg.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/aside_bg.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:53	817/817	---M--	200	added ('OK')	image/png	etag:%22331-54b6204a8eeb7%22	http://webdesign-finder.com/html/towy/img/pattern2.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern2.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:55	8856/8856	---M--	200	added ('OK')	image/png	etag:%222298-54b6204a360d6%22	http://webdesign-finder.com/html/towy/img/pattern1.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern1.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:55	3738/3738	---M--	200	added ('OK')	image/png	etag:%22e9a-54b6204abbd77%22	http://webdesign-finder.com/html/towy/img/pattern4.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern4.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:55	20933/20933	---M--	200	added ('OK')	image/png	etag:%2251c5-54b620496aed5%22	http://webdesign-finder.com/html/towy/img/background_section.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/background_section.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:58	33759/33759	---M--	200	added ('OK')	image/gif	etag:%2283df-54b6204b70818%22	http://webdesign-finder.com/html/towy/img/preloader.gif	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/preloader.gif	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:58	1175/1175	---M--	200	added ('OK')	image/png	etag:%22497-54b6204b07097%22	http://webdesign-finder.com/html/towy/img/pattern7.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern7.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:59	33702/33702	---M--	200	added ('OK')	image/png	etag:%2283a6-54b6204aa4677%22	http://webdesign-finder.com/html/towy/img/pattern3.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern3.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:43:59	22749/22749	---M--	200	added ('OK')	image/png	etag:%2258dd-54b6204ad6357%22	http://webdesign-finder.com/html/towy/img/pattern5.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern5.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:04	51374/51374	---M--	200	added ('OK')	image/png	etag:%22c8ae-54b6204af47b7%22	http://webdesign-finder.com/html/towy/img/pattern6.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern6.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:04	29908/29908	---M--	200	added ('OK')	image/png	etag:%2274d4-54b6204a5e176%22	http://webdesign-finder.com/html/towy/img/pattern10.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern10.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:06	47535/47535	---M--	200	added ('OK')	image/png	etag:%22b9af-54b6204b2b2b7%22	http://webdesign-finder.com/html/towy/img/pattern8.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern8.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:14	60588/60588	---M--	200	added ('OK')	image/png	etag:%22ecac-54b6204a6eb17%22	http://webdesign-finder.com/html/towy/img/pattern11.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern11.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:34	176728/176728	---M--	200	added ('OK')	image/jpeg	etag:%222b258-54b6206881ebc%22	http://webdesign-finder.com/html/towy/img/parallax/map.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/map.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:38	197359/197359	---M--	200	added ('OK')	image/jpeg	etag:%22302ef-54b620682525b%22	http://webdesign-finder.com/html/towy/img/parallax/counters.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/counters.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:44	288266/288266	---M--	200	added ('OK')	image/png	etag:%224660a-54b6204b523b8%22	http://webdesign-finder.com/html/towy/img/pattern9.png	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/pattern9.png	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:48	86028/86028	---M--	200	added ('OK')	image/jpeg	etag:%221500c-54b6206805e5b%22	http://webdesign-finder.com/html/towy/img/parallax/breadcrumbs.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/breadcrumbs.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:44:55	256075/256075	---M--	200	added ('OK')	image/jpeg	etag:%223e84b-54b62068ee51c%22	http://webdesign-finder.com/html/towy/img/parallax/quote.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/quote.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:45:00	94017/94017	---M--	200	added ('OK')	image/jpeg	etag:%2216f41-54b62069954fd%22	http://webdesign-finder.com/html/towy/img/parallax/testimonials.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/testimonials.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
17:45:18	249929/249929	---M--	200	added ('OK')	image/jpeg	etag:%223d049-54b620687827c%22	http://webdesign-finder.com/html/towy/img/parallax/features.jpg	C:/My%20Web%20Sites/Exaample/webdesign-finder.com/html/towy/img/parallax/features.jpg	(from http://webdesign-finder.com/html/towy/css/main.css)
